,Pottassium,Nitrogen,Phosphorus,value
0,0.016555829132115174,0.03369223491626726,0.009078866702879492,0
1,0.015469802631414136,0.02128819310654186,0.014407266625439601,0
2,0.015595599366685236,0.02329790265351645,0.007960888276487747,0
3,0.010119179931261525,0.040663044776371025,0.010745474516583824,0
4,0.015493601670919028,0.027259932832029328,0.005618983462940657,0
5,0.017852268243560804,0.023326865020146144,0.007055335303424859,0
6,0.01006054196626063,0.03707740645411352,0.006027119620115399,0
7,0.01542608345761727,0.039397924821499605,0.0148592994514434,0
8,0.010345627392597215,0.042547684552117424,0.011093836467239177,0
9,0.01424450122419218,0.02175468321254769,0.006232408558710109,0
10,0.012063316310002061,0.02925005074277902,0.009180391856445185,0
11,0.011328167077596827,0.04046750721064069,0.009822905764599215,0
12,0.01935713180290773,0.02375892974845832,0.008388912280155644,0
13,0.01574740308957177,0.02748695420501377,0.008313170413635686,0
14,0.01215659880500508,0.04122506957316577,0.013037034053381732,0
15,0.014267338058983517,0.03709894016872503,0.00897058282690363,0
16,0.019945575763066672,0.022627631969462953,0.012220511918855998,0
17,0.01833976949376233,0.020811938498936082,0.009402286354009567,0
18,0.013728899153705548,0.025136036904712035,0.006396939177455145,0
19,0.01763574440182146,0.024057625165508804,0.011884703721088737,0
20,0.010842324555429623,0.041687679406933874,0.010824647521124655,0
21,0.010930346181226583,0.022994876513073637,0.009172859593110849,0
22,0.01979999428378141,0.026614784555999898,0.0138918829432426,0
23,0.015328048833299376,0.03851757683739618,0.01165059337136895,0
24,0.018380096610525944,0.03122173159598735,0.014864601372676419,0
25,0.013247450982519397,0.043266941179710146,0.01284727026976398,0
26,0.019190729573216048,0.02235065566244883,0.008704233656533954,0
27,0.016458113041461563,0.029932089101205494,0.010513303650498677,0
28,0.01304273036769349,0.02814942933919641,0.011123786161572153,0
29,0.010309723829460807,0.028653925711957205,0.012492391831231502,0
30,0.013482775689173809,0.028296667946909916,0.0055456804105303795,0
31,0.01118505004379798,0.030271281667308393,0.008251671821383729,0
32,0.011706478120789694,0.023984205585085405,0.012609254983988133,0
33,0.011713844463770474,0.023673869667155845,0.013492050438459587,0
34,0.011476841054618792,0.027307109548272528,0.007426575829434565,0
35,0.010303101459620741,0.0324093721252694,0.01100951756094753,0
36,0.019103712569814885,0.03503359904241492,0.011688820280898,0
37,0.010270143846622583,0.032658157148231406,0.00912860076275655,0
38,0.019867947482041026,0.029317304804272748,0.007214809306412959,0
39,0.01729251787556106,0.03161680523440823,0.014358854193982373,0
40,0.018756343995994934,0.024262082594704686,0.009196347856886018,0
41,0.010400628303319115,0.022524116420620133,0.008512009085622496,0
42,0.017894306874511563,0.041757277676550006,0.008912210477585251,0
43,0.016899208468972995,0.033021592212116486,0.01048600264160927,0
44,0.01435946801352465,0.025867450833331383,0.014947998067115057,0
45,0.011491804687423637,0.028271468755335216,0.012106979606672393,0
46,0.011967423111858045,0.034564244720784905,0.013660019643174929,0
47,0.01915424781871694,0.0431317607031292,0.011653251185203254,0
48,0.011992203103758065,0.02705202296989339,0.005973651346800054,0
49,0.013620173547385128,0.02520973905198874,0.005643199005818072,0
50,0.014643959053690507,0.04249668976409035,0.008812982222407357,0
51,0.01946807346922874,0.04388481263545235,0.009957580923758407,0
52,0.011236980276495648,0.024380835912768767,0.009162614679612508,0
53,0.011554239944116095,0.04034955124371202,0.006729224526337868,0
54,0.019995972968823997,0.043687143667665365,0.013905987553038141,0
55,0.014656073886405045,0.029406182531022867,0.00569511214743474,0
56,0.016211855955413672,0.03145845445675839,0.008089006162804172,0
57,0.018803770189757894,0.02017619883563463,0.007542253469855496,0
58,0.01608087140059321,0.04244933864844691,0.01061925529892271,0
59,0.018487909687417217,0.03415118131012181,0.013404899474764972,0
60,0.01979820550575512,0.03817953033812079,0.012559871416707728,0
61,0.013304774692788901,0.042631606534891134,0.008439377112854965,0
62,0.019684447157159533,0.03170511526986455,0.011127027526764463,0
63,0.013400780608362287,0.0294375829173514,0.011811431689117302,0
64,0.018811110942618788,0.02658462500228269,0.014387103417267507,0
65,0.014320179980972438,0.03800728406324043,0.012735822102675511,0
66,0.013257276094919949,0.03559795770105303,0.005464496999724988,0
67,0.015819727520379606,0.02606245238592331,0.010773831780017354,0
68,0.016242938999003753,0.0204663357928392,0.011107610993897447,0
69,0.016210451439455105,0.03779888233300268,0.010715208738034786,0
70,0.012376803947823915,0.022514988186018606,0.005606428516697546,0
71,0.01932576181479636,0.043945255287047104,0.010525639464307592,0
72,0.014020768027974024,0.0344456359322813,0.005679221898713579,0
73,0.015943037400320534,0.0272081137495001,0.011735090530300234,0
74,0.013010487827629211,0.032868775413521074,0.01483582707130806,0
75,0.011643439225128041,0.04330478158510778,0.011045043404593408,0
76,0.016019555841364084,0.04326541749923782,0.0077237858139754785,0
77,0.012883321127591139,0.04002004238784489,0.007770287685426247,0
78,0.019677387165552084,0.02605181520250671,0.008549730985463995,0
79,0.01549020404764104,0.02415013336932531,0.009547400322841588,0
80,0.018976480008836238,0.040756064565212954,0.00855619186773223,0
81,0.014145092630667027,0.031079423231839633,0.01266262617652382,0
82,0.016109470212215232,0.041529141775085224,0.012044470795531902,0
83,0.017635163542698583,0.021825475641842465,0.014930486999980227,0
84,0.017682535831848346,0.036067629083330194,0.00615229621602434,0
85,0.01797898648920327,0.02906379939299951,0.0055341445055736484,0
86,0.014895589516948145,0.03341390633574692,0.008403337715453358,0
87,0.017646423417678317,0.03554335690943772,0.01036052477584948,0
88,0.011890415966766252,0.04106667525955497,0.010034633234714131,0
89,0.01411980365220206,0.036022953381989756,0.01418916714087259,0
90,0.018544385233002413,0.04372539887696396,0.007301300597845099,0
91,0.010350762406024895,0.03695614333450763,0.008125106699043826,0
92,0.017029214941670194,0.03889038009439921,0.014139372991110379,0
93,0.012949128863758451,0.040976855944983126,0.009819082821309628,0
94,0.01496764864960995,0.027185795030725667,0.012318829302262099,0
95,0.014887698441043342,0.03665092265272633,0.011417892697670974,0
96,0.01723609929394388,0.02051425710531893,0.011838678363014265,0
97,0.010437928498057558,0.029355543306309895,0.014552106954706077,0
98,0.013853126734035645,0.03203898174142924,0.011963434115348174,0
99,0.011596133461010889,0.02591992914729725,0.009586136609996373,0
100,0.010359027531723545,0.020440652898729293,0.0075229772081946925,0
101,0.017862446781733023,0.042028358296402946,0.012277027470214318,0
102,0.010572466208391872,0.0384475384360119,0.013467494482289212,0
103,0.011579227329668755,0.03701954719221114,0.014182267390907104,0
104,0.011010911327478083,0.04329582185153181,0.010836877030829774,0
105,0.017131556618870954,0.029296387520319447,0.010701288750741748,0
106,0.017381750824896028,0.03631374317331994,0.007027967548327285,0
107,0.01417264628538173,0.030716050612485182,0.009966315479077299,0
108,0.013781213147249147,0.043948094626708054,0.0060941107201859645,0
109,0.014871788193933722,0.04377021357670202,0.009270131861331698,0
110,0.018304508385081034,0.023576553180424765,0.013092175193143044,0
111,0.012516992159491914,0.03423502071624146,0.0070286385742145945,0
112,0.014662342366774264,0.030910660502275145,0.010696089826427396,0
113,0.01457208441286531,0.04240681324784911,0.014532784505642472,0
114,0.011413870599099622,0.03371610650204023,0.008034567948447013,0
115,0.011488574258344104,0.026759418048643638,0.012175711163067298,0
116,0.019782396854065395,0.041429272934749135,0.013884732902566217,0
117,0.013279011140403058,0.023739292232021175,0.009258216186113302,0
118,0.011694435049958901,0.03221889841446186,0.014059549330953932,0
119,0.010125674433868234,0.04203824449353685,0.006646114133693106,0
120,0.018590937573200635,0.02639208442169314,0.005703282081151354,0
121,0.017474441703284646,0.040159098065179685,0.007480773434399667,0
122,0.016542669347183646,0.031820750298626785,0.012173759789639808,0
123,0.012181391980645195,0.04092062147173944,0.014369193684916674,0
124,0.01625726203252322,0.03708380550638239,0.006098324217406501,0
125,0.013072905630760998,0.04065240730119629,0.0137336936746969,0
126,0.01088275908209253,0.03769912663905299,0.007506725358262368,0
127,0.01626096586078052,0.02059024434111733,0.00832332115816291,0
128,0.0198649516171927,0.03722343956316328,0.009732175373538763,0
129,0.01991606194319418,0.026256683262164755,0.007300513657127033,0
130,0.01470175789985152,0.022498519716392478,0.014172135796050436,0
131,0.015266984741624821,0.02095599049449928,0.008521138968918544,0
132,0.012673540293538016,0.030499266251201827,0.00795452104511956,0
133,0.017287634696223287,0.031037173036663104,0.006517197576852369,0
134,0.014962039754716827,0.04302563547067189,0.005567211654242015,0
135,0.01183882394216435,0.02839119438069438,0.014441362046534813,0
136,0.017120643173233464,0.040211834680024976,0.0050638081602848994,0
137,0.018516818562016386,0.03029561317220315,0.006889463724495687,0
138,0.017483134739054704,0.023904693127709417,0.008224980737401934,0
139,0.01884092396300961,0.021675817489567352,0.005563416602159379,0
140,0.012271564906641727,0.026579189913966017,0.013168489183050476,0
141,0.018375638662656686,0.04335068166798919,0.010645802979183966,0
142,0.019279396522682915,0.037781875560610384,0.010845032791768768,0
143,0.013306767548435528,0.038837555284595426,0.008632373897669946,0
144,0.010510156202080158,0.031312122675933696,0.013600050307306846,0
145,0.019284028572042387,0.0365666570224011,0.005170506800980115,0
146,0.014546850600904656,0.02633333917907167,0.009056798405300824,0
147,0.014530239408851071,0.034763601802886235,0.014524198223300942,0
148,0.019338158285982534,0.038743227710214295,0.014511350992414244,0
149,0.014223604019822707,0.037497642936879176,0.010072631599247425,0
150,0.017154249258021084,0.039089924563631855,0.012983625609376312,0
151,0.016383769918479913,0.02845230615085763,0.0104178801277361,0
152,0.014801896646905838,0.029535454847352628,0.008465579576315968,0
153,0.0178090729271544,0.024943665336882394,0.005058639541707702,0
154,0.016533288496889724,0.04102689654534362,0.00969152494750372,0
155,0.013792392512762056,0.021419337997251823,0.006454722862263632,0
156,0.013224221882708621,0.02002056135270174,0.006396407323989468,0
157,0.016416694427354876,0.02157209208923103,0.011877759955071131,0
158,0.018133947520948997,0.031632287114617186,0.006787607853338311,0
159,0.012382320843866127,0.02690411935111399,0.006099855060374073,0
160,0.015083444277084933,0.0392778888874097,0.008037885270378721,0
161,0.011803359895544905,0.03098249333783895,0.009168985907653953,0
162,0.013829187809489846,0.039833488225286096,0.013231297652550031,0
163,0.011858944919135013,0.03893908831714507,0.008609823790304314,0
164,0.017840691703408525,0.03552787349101275,0.006361815623088287,0
165,0.01568349043208072,0.025929829791948956,0.009072534889415554,0
166,0.018303706644598225,0.04087385387465309,0.009195832564863223,0
167,0.010594689988033857,0.020026552192499592,0.013623290680415033,0
168,0.01581310448058388,0.04060380690367804,0.007068818613076658,0
169,0.0145307684327826,0.04036196477397168,0.01471912351991276,0
170,0.012833387939158648,0.02331924239357453,0.00916392614570612,0
171,0.019964395166850894,0.03818105255491756,0.008345643715595303,0
172,0.017339985997594377,0.031691703937816854,0.011150521780804445,0
173,0.011316563445642074,0.025081233950615612,0.006627036205780314,0
174,0.01147747858506136,0.03136617180421142,0.0075144266319613975,0
175,0.012833314638206843,0.02173312727980165,0.005106544736454442,0
176,0.015340604569878227,0.033183607475461986,0.011465962607409444,0
177,0.010188682149344892,0.03455502179036847,0.01493671838254565,0
178,0.019286963939086108,0.04004882826232778,0.010309188095563984,0
179,0.0150072066919219,0.03693298685572967,0.010053785476480583,0
180,0.01872219895895915,0.04213216541732642,0.010953910305792198,0
181,0.011367516630732339,0.025671094813292432,0.013665210205250203,0
182,0.0122960636696749,0.03779216863360206,0.0057842037453503135,0
183,0.014981140976000791,0.03477574442573692,0.014173150430100808,0
184,0.01726133923241639,0.04104113846911708,0.008013876111892505,0
185,0.01858807004067095,0.026759818765976197,0.005846597261453666,0
186,0.019159696238761695,0.03841931469482928,0.007035932038146765,0
187,0.0153735380007764,0.029937145356108703,0.014786918190346488,0
188,0.015165535104900492,0.028484935891222057,0.005962518786685411,0
189,0.014660662004207712,0.04313843573226149,0.013518882300623081,0
190,0.014903626799189261,0.031847595331445856,0.012271741983641012,0
191,0.015171144297752282,0.026699466030799424,0.009775445471918347,0
192,0.013404149818388986,0.037820151197818126,0.01456186409849057,0
193,0.017523782885974476,0.02576402228081688,0.011262717316956088,0
194,0.01865332602189227,0.035450271476052425,0.0129726373896739,0
195,0.018033656709173,0.040269558855127445,0.01216048721477871,0
196,0.014106411115508803,0.024335511422590172,0.013067770875050004,0
197,0.013798541242900291,0.022378161457975686,0.010465595905378797,0
198,0.012789907393617902,0.03787684742028228,0.011599637817894661,0
199,0.013033924363567515,0.037862828578169964,0.012998073454480886,0
200,0.01161599880123122,0.04204549898879635,0.006518282496145937,0
201,0.01721776256251035,0.037724262031986505,0.009114076568175207,0
202,0.01943963502521859,0.03679757992009473,0.009070277811250499,0
203,0.015725966041980663,0.037693143069508786,0.006226352675856339,0
204,0.015613374134270249,0.025928888268278147,0.014812436889543642,0
205,0.012801451154933278,0.03483223743893356,0.012175851198966761,0
206,0.011665433776862928,0.028413897756766865,0.012605714539775298,0
207,0.018942653250965218,0.02535328381262833,0.009207193709901022,0
208,0.019160113242954354,0.027563704698345508,0.005119465318060132,0
209,0.017326332458972353,0.03781890126850666,0.00642572777430305,0
210,0.01873368638802348,0.040234947987145143,0.007904917308098797,0
211,0.011583582713651768,0.04337234413657062,0.013750677213078377,0
212,0.010916539653431728,0.03706412691452864,0.008861587994531649,0
213,0.011523334681007502,0.024451558001577632,0.005933287066279951,0
214,0.01575915157835779,0.03827259561830758,0.010003724366532615,0
215,0.017799937677600478,0.03461325565162342,0.011923427024297793,0
216,0.018266553138301424,0.03222255881547156,0.011598648208435645,0
217,0.011136797556304853,0.03697438753251402,0.011940747280671269,0
218,0.011746075695214112,0.03701558731810222,0.012378475603137259,0
219,0.017422054901466727,0.03652243869698614,0.009153930971249783,0
220,0.014304413879721667,0.025176946694240525,0.0148163257766263,0
221,0.017492498822640007,0.026217237905199524,0.0051396399808736545,0
222,0.015174894688553674,0.020079747235265406,0.010649500811627006,0
223,0.014277599183000169,0.02990906216085666,0.005646589549866809,0
224,0.018243804921922825,0.030630885562468516,0.00905364528253135,0
225,0.019461930748008796,0.04219485636352417,0.010830226520357717,0
226,0.016623820402554938,0.02106356604321767,0.009566221305273449,0
227,0.01426038932554588,0.030054911559294413,0.009045628694733802,0
228,0.017870617928133378,0.031318963931584134,0.014697077057116543,0
229,0.014436993832562497,0.023455864037706917,0.005493849653644113,0
230,0.016815760027950204,0.030148844797149736,0.010327844606643734,0
231,0.015078016100076246,0.04233149202589648,0.010659638968473181,0
232,0.012963615986814881,0.032472840781626724,0.007053115569137422,0
233,0.01491853230843959,0.0206794521455774,0.014620658213259082,0
234,0.01616667978213189,0.0215780199672437,0.011384588778319802,0
235,0.01430954897180494,0.02085744355292251,0.012861213661254794,0
236,0.015962437383095246,0.0241775146354534,0.00984039351112863,0
237,0.010264034506177412,0.028357316411419156,0.012516163534669528,0
238,0.017506590495913424,0.03869761822645968,0.010171337995618115,0
239,0.018296857878870275,0.029221396221686135,0.008673096909593421,0
240,0.011281991682339818,0.03410715983216021,0.014970351068343154,0
241,0.015950860212512998,0.03737919865211567,0.013679817644557404,0
242,0.013774373695337017,0.029731963522439914,0.006989604979107631,0
243,0.012826558547606805,0.023124619714301492,0.005060445875288477,0
244,0.01242067653042824,0.029120435969312186,0.011631848078577868,0
245,0.013050504091527249,0.028645148360719144,0.008020486021371266,0
246,0.01352111389707719,0.02818894212079292,0.008482257009531743,0
247,0.014336575992300036,0.02527906342646824,0.011392017575509315,0
248,0.015642287285030313,0.033755345878254184,0.007310337163036392,0
249,0.01757215568982472,0.03245154357231737,0.013254733850288209,0
250,0.019820740476083662,0.021691361621359245,0.013385041663663076,0
251,0.010986775997503792,0.03402468489806895,0.011182246164253548,0
252,0.017191013191664405,0.041676067518534,0.014415256116907783,0
253,0.018454178184776876,0.03320648265465506,0.008012962533134823,0
254,0.01721296599577555,0.022203643030118785,0.00820707176537468,0
255,0.01794720610101027,0.030165823888977452,0.007539440909076447,0
256,0.014325990036076878,0.039906926441005824,0.006082444038750835,0
257,0.012756616275873772,0.020060567125717445,0.007154054622374357,0
258,0.019071100743254674,0.025304351606760735,0.007624056298452402,0
259,0.01508788367263618,0.032220783971582206,0.009336040711243495,0
260,0.018070443674674343,0.031478789955026176,0.013978831413291124,0
261,0.011457096700957996,0.0383266139393704,0.014002457459052257,0
262,0.01177102462957456,0.043712912517474875,0.013427054950864,0
263,0.019351828951703228,0.04302680517777048,0.014657948619797377,0
264,0.019433616254624822,0.02105812906752528,0.005875788809094943,0
265,0.019086585087899614,0.028490248703683007,0.006361738717303206,0
266,0.018260972252085696,0.029621089677311533,0.010679443121497982,0
267,0.016975890136495853,0.040309189007502445,0.006056568274498384,0
268,0.014985054261155834,0.03983000981136747,0.010441794721535901,0
269,0.018153685978588723,0.029581542227545488,0.012903227488910544,0
270,0.014643000680897479,0.029037910389800123,0.008053189323352633,0
271,0.017207539772686645,0.03351170704137131,0.010376722674329644,0
272,0.015020543006650035,0.029180392362422612,0.01068420920947167,0
273,0.011137632611295484,0.04044210420074307,0.012363126158560545,0
274,0.013572755127113766,0.03627294390850984,0.014582826562547113,0
275,0.014772549655883854,0.020581454426043005,0.008728471151388015,0
276,0.014781777447121771,0.02833661301680275,0.01252848452788423,0
277,0.019925264399460137,0.040655086718576205,0.009393927486586247,0
278,0.01213097230772513,0.03465689610568829,0.007804569973049237,0
279,0.015600763003872071,0.041090466736658934,0.014480733021321045,0
280,0.013454858251615506,0.03732919377664003,0.0112922557048627,0
281,0.015098317356396962,0.025149137205877622,0.012443398298509606,0
282,0.010732856324445044,0.02395907601631844,0.007924830590837628,0
283,0.013284627442434398,0.030438185031332866,0.008966366893581467,0
284,0.011966269393678869,0.022529884655451037,0.012127813385926615,0
285,0.015482439654873809,0.028615569194213694,0.009258514614299922,0
286,0.014704171565498044,0.020433799825906918,0.010993269335770193,0
287,0.012932520404170623,0.033305394434117536,0.005250583151536593,0
288,0.012322680608707524,0.03395694310245216,0.008495148237998927,0
289,0.0133489819139124,0.031228404952451057,0.009109321787739807,0
290,0.017585511969905217,0.039038667537745486,0.01087026022259427,0
291,0.016654031306590066,0.023579216494603615,0.006000985262640214,0
292,0.019773473539777806,0.022942396134505633,0.00668426640721939,0
293,0.012970783323119559,0.022974807937549017,0.007193714487456971,0
294,0.013891213335483616,0.038127474970328916,0.010301990282759358,0
295,0.011239055547237128,0.025865600915890203,0.006967756835563383,0
296,0.019118686883807946,0.029383553883414314,0.012367118589270976,0
297,0.01527837229389763,0.02472685068262151,0.007892358853922976,0
298,0.010409818479182853,0.04039479703537606,0.005087590840001566,0
299,0.01068321132517143,0.02951830581871953,0.012732336850774167,0
300,0.016437039639313377,0.03830465947592846,0.007984629628876052,0
301,0.017322075136711315,0.041720843837200206,0.005552529384602675,0
302,0.012038257594979462,0.039757052834252106,0.00952554772587389,0
303,0.011340264052385198,0.035673504045941176,0.007916754323933219,0
304,0.01644163170937713,0.020241616109481764,0.011104307835525882,0
305,0.018123443237978945,0.02897129510486545,0.005981836805691984,0
306,0.018686776773044103,0.03686776688652564,0.010704819715929355,0
307,0.013454232010404644,0.029093691153335773,0.0064221884907616315,0
308,0.010549775026082998,0.0392617309867018,0.00817211743309405,0
309,0.015980931266412927,0.02514359757520985,0.009148275480636056,0
310,0.011956079836066436,0.038745865994701346,0.012709390372519395,0
311,0.011571438210930204,0.032753939541554984,0.008678514851098704,0
312,0.016266111079780994,0.023534282403621643,0.006753762503354142,0
313,0.014444586680525525,0.028866973343418662,0.01408270913547996,0
314,0.012725147862419994,0.03060016307233223,0.011217839754521137,0
315,0.016875275162768755,0.03638005723270986,0.006137595909147539,0
316,0.01012925265123382,0.03271829787025643,0.012045541738679442,0
317,0.016810936703759962,0.027593671803312313,0.014888205714355673,0
318,0.014417682884114328,0.022302814433402908,0.012963199140184872,0
319,0.019447364518961688,0.02654979856528776,0.012833344805980227,0
320,0.010189911121702547,0.0394790621461362,0.008674191687641832,0
321,0.015725990304413445,0.04349837517977498,0.007492911134823882,0
322,0.01402298287447222,0.030930705667307275,0.013660756749760673,0
323,0.01644444136992185,0.03329266370134044,0.01036094111326235,0
324,0.015835967184867128,0.02748678074251807,0.007306303793855905,0
325,0.015693658156070666,0.028691075140107727,0.009817421390975366,0
326,0.014321007337311282,0.031757463603158856,0.013200787702583486,0
327,0.012637914031111091,0.03778360383582313,0.009124500828347083,0
328,0.0199955250516604,0.04051506651851859,0.008126988128775972,0
329,0.012637955430863138,0.04243730642497538,0.009985049957666152,0
330,0.013408093417676372,0.02946047604204152,0.006715930426837413,0
331,0.010090786725027735,0.03498971377015278,0.009367405511274456,0
332,0.016224135086600297,0.03848210559993337,0.013029749117678797,0
333,0.01194057664180049,0.02870236782156723,0.013794329186562239,0
334,0.01772919709110771,0.035624436292277684,0.014600159139820667,0
335,0.017074820596507147,0.025923381753767467,0.008793361327263716,0
336,0.0182017670030393,0.026293586168275946,0.006680694434295159,0
337,0.014347285785834428,0.02371587032954228,0.005557867643043307,0
338,0.010793284541712408,0.029819796138642753,0.005130756350377415,0
339,0.016236319320728495,0.020067897769580165,0.0076919683206071905,0
340,0.01551661725809141,0.030077373562673943,0.01490425321717358,0
341,0.011231291558665469,0.022678012283991127,0.011195767607266607,0
342,0.017524464889030707,0.021429129569664376,0.01226956382262068,0
343,0.015605816956602375,0.02796910154524014,0.014820067096580031,0
344,0.018322677954881867,0.026113876532865003,0.008580893307016045,0
345,0.01050156911578453,0.04336103316908979,0.013917865977416816,0
346,0.01873229126085889,0.026476440150061665,0.012760183909169075,0
347,0.017227817029692234,0.03189786728691217,0.010652509328174865,0
348,0.013379010790333953,0.02141603822993237,0.011825160702971904,0
349,0.01437633592038285,0.033560490191149116,0.008630062722825743,0
350,0.01265893384085838,0.03112979078794655,0.013754198004587336,0
351,0.01790049356360565,0.0282595000036457,0.013437301231788844,0
